executive_order_number,title,signing_date,disposition_notes
12823.0,Amendments to   12757 - Implementation of the Enterprise for the Americas Initiative,"December 3, 1992","Federal Register page and date: 57 FR 57645; December 7, 1992
Amends: EO 12757, March 19, 1991
See: EO 13028, December 3, 1996; EO

      13131, July 22, 1999
Revoked by: EO 13345, July 8, 2004"
12822.0,Providing for Payment of Separate Maintenance Allowances to Employees Assigned to Johnston Island,"November 16, 1992","Federal Register page and date: 57 FR 54289; November 18, 1992
Amends: EO 11609, July 22, 1971"
12821.0,Improving Mathematics and Science Education in Support of the National Education Goals,"November 16, 1992","Federal Register page and date: 57 FR 54285; November 18, 1992
Superseded by EO 12999 of April 17, 1996"
12820.0,Facilitating Federal Employees' Participation in Community Service Activities,"November 5, 1992","Federal Register page and date: 57 FR 53429; November 9, 1992
Revoked by: EO 13401, April 27, 2006"
12819.0,Establishing a Presidential Youth Award for Community Service,"October 28, 1992","Federal Register page and date: 57 FR 49369; October 30, 1992"
12818.0,Open Bidding on Federal and Federally Funded Construction Projects,"October 23, 1992","Federal Register page and date: 57 FR 48713; October 28, 1992
Revoked by: EO 12836, February 1,

      1993
See: EO 13202, February 17, 2001"
12817.0,Transfer of Certain Iraqi Government Assets Held by Domestic Banks,"October 21, 1992","Federal Register page and date: 57 FR 48433; October 23, 1992
Revoked by: EO 13350, July 29, 2004"
12816.0,Management Improvement in the Federal Government,"October 14, 1992","Federal Register page and date: 57 FR 47562; October 19, 1992
Revokes: EO 12479, May 24, 1984
Revoked by: EO 13048, June 10, 1997"
12815.0,Extending the President's Commission on Management of the Agency for International Development (AID) Programs,"September 30, 1992","Federal Register page and date: 57 FR 45709; October 5, 1992
Amends: EO 12813, August 4, 1992"
12814.0,Additions to level IV of the Executive Schedule for members of the Chemical Safety and Hazard Investigation Board,"September 10, 1992","Federal Register page and date: 57 FR 42483; September 14, 1992"
12813.0,President's Commission on Management of the Agency for International Development (AID) Programs,"August 4, 1992","Federal Register page and date: 57 FR 34851; August 7, 1992
Amended by: EO 12815, September 30, 1992
Revoked by: EO 12869, September

      30, 1993"
12812.0,Declassification and Release of Materials Pertaining to Prisoners of War and Missing in Action,"July 22, 1992","Federal Register page and date: 57 FR 32879; July 24, 1992"
12811.0,Waiver Under the Trade Act of 1974 With Respect to Tajikistan and Turkmenistan,"June 24, 1992","Federal Register page and date: 57 FR 28585; June 26, 1992"
12810.0,Blocking property of and prohibiting transactions with the Federal Republic of Yugoslavia (Serbia and Montenegro),"June 5, 1992","Federal Register page and date: 57 FR 24347; June 9, 1992
Amended by (continued): Notice, May 25, 1993; Notice, May 25, 1994; Notice, May 24, 1996; Notice, May 28, 1997
Revoked in part by: EO 12831, January

      15, 1993
See: EO 12846, April 25, 1993; Final

      Rule of January 3, 1996 (61 FR 629); Presidential Determination No. 96-7

      of December 27, 1995; Notice of May 25, 2000; Notice of May 24, 2001
Revoked by: EO 13304, May 28, 2003"
12809.0,"Waiver Under the Trade Act of 1974 With Respect to Albania, Azerbaijan, Georgia, Kazakhstan, Moldova, Ukraine, and Uzbekistan","June 3, 1992","Federal Register page and date: 57 FR 23925; June 5, 1992"
12808.0,Blocking Yugoslav Government Property and Property of the Governments of Serbia and Montenegro,"May 30, 1992","Federal Register page and date: 57 FR 23299; June 2, 1992
Amended by (continued): Notice, May 25, 1993; Notice, May 25, 1994; Notice May 24, 1996 Notice, May 28, 1997
See: EO 12381, January 15, 1993; EO

      12846, April 25, 1993; EO 12934, October

      25, 1994; Presidential Determination No. 96-7 of December 27, 1995; Notice

      of May 25, 2000; Notice of May 24, 2001
Revoked by: EO 13304, May 28, 2003"
12807.0,Interdiction of illegal aliens,"May 24, 1992","Federal Register page and date: 57 FR 23133; June 1, 1992
Amended by: EO 13286, February 28, 2003
Revokes: EO 12324, September 29,

      1981"
12806.0,Establishment of a Fetal Tissue Bank,"May 19, 1992","Federal Register page and date: 57 FR 21589; May 21, 1992
Revoked by: Pub.L. 103-43 (107 Stat. 133)"
12805.0,Integrity and Efficiency in Federal Programs,"May 11, 1992","Federal Register page and date: 57 FR 20627; May 14, 1992
Revokes: EO 12625, January 27, 1988
See EO 12993, March 21, 1996"
12804.0,"Providing for the restoration of law and order in the city and county of Los Angeles, and other districts of California","May 1, 1992","Federal Register page and date: 57 FR 19361; May 5, 1992"
12803.0,Infrastructure Privatization,"April 30, 1992","Federal Register page and date: 57 FR 19063; May 4, 1992"
12802.0,"Waiver Under the Trade Act of 1974 with respect to the Republic of Byelarus, the Republic of Kyrgyzstan, and the Russian Federation","April 16, 1992","Federal Register page and date: 57 FR 14321; April 20, 1992"
12801.0,"Barring overflight, takeoff, and landing of aircraft flying to or from Libya","April 15, 1992","Federal Register page and date: 57 FR 14319; April 17, 1992
Revoked by: EO 13357, September 20, 2004"
12800.0,Notification of employee rights concerning payment of union dues or fees,"April 13, 1992","Federal Register page and date: 57 FR 12985; April 14, 1992
Revoked by: EO 12836, February 1,

      1993
See: EO 13201, February 17, 2001"
12799.0,Navy and Marine Corps Reserve Officer Promotions,"April 7, 1992","Federal Register page and date: 57 FR 12401; April 9, 1992"
12798.0,Waiver under the Trade Act of 1974 with respect to Armenia,"April 6, 1992","Federal Register page and date: 57 FR 12175; April 8, 1992"
12797.0,Review of increases in rates of basic pay for certain employees of the Department of Veterans Affairs and other agencies,"April 3, 1992","Federal Register page and date: 57 FR 11671; April 7, 1992
Revokes: EO 12438, August 23, 1983"
12796.0,Establishing an emergency board to investigate disputes between the National Railroad Passenger Corporation and its employees represented by certain labor organizations,"March 31, 1992","Federal Register page and date: 57 FR 11423; April 2, 1992"
12795.0,Establishing an emergency board to investigate a dispute between the Consolidated Rail Corporation and its employees represented by the Brotherhood of Maintenance of Way Employees,"March 31, 1992","Federal Register page and date: 57 FR 11421; April 2, 1992"
12794.0,Establishing an emergency board to investigate disputes between certain railroads and their employees represented by the International Association of Machinists and Aerospace Workers,"March 31, 1992","Federal Register page and date: 57 FR 11417; April 2, 1992"
12793.0,Continuing the Presidential Service Certificate and the Presidential Service Badge,"March 20, 1992","Federal Register page and date: 57 FR 10281; March 25, 1992
Amended by: EO 13286, February 28, 2003
Supersedes: EO 10879, June 1, 1960"
12792.0,National Commission on America's Urban Families,"March 12, 1992","Federal Register page and date: 57 FR 9165; March 16, 1992
Amended by: EO 12827, December 30, 1992
Revoked by: EO 12869, September

      30, 1993"
12791.0,Nuclear Cooperation With EURATOM,"March 9, 1992","Federal Register page and date: 57 FR 8717; March 11, 1992
Supersedes: EO 12753, March 8, 1991
Superseded by: EO 12840, March 9,

      1993"
12790.0,Amending the Order Establishing the Southwest Asia Service Medal,"March 3, 1992","Federal Register page and date: 57 FR 8057; March 5, 1992
Amends: EO 12754, March 12, 1991"
12789.0,Delegation of reporting functions under the Immigration Reform and Control Act of 1986,"February 10, 1992","Federal Register page and date: 57 FR 5225; February 12, 1992
Amended by: EO 13286, February 28, 2003"
12788.0,Defense Economic Adjustment Program,"January 15, 1992","Federal Register page and date: 57 FR 2213; January 21, 1992
Amended by: EO 13286, February 28, 2003; EO 13378, May 12, 2005
Supersedes: EO 12049, March 27, 1978"
12787.0,The order of succession of officers to act as Secretary of Defense,"December 31, 1991","Federal Register page and date: 57 FR 517; January 7, 1992
Revokes: EO 12514, May 14, 1985
Revoked by: EO 13000 of April 24, 1996"
12786.0,Adjustments of certain rates of pay and allowances,"December 26, 1991","Federal Register page and date: 56 FR 67453; December 30, 1991
Supersedes: EO 12736, December 12, 1990
Superseded by: EO 12826, December 30, 1992"
12785.0,Extending the President's Education Policy Advisory Committee,"December 26, 1991","Federal Register page and date: 56 FR 67451; December 30, 1991
Amends: EO 12687, August 15, 1989"
12784.0,Delegation of authority regarding the naval petroleum and oil shale reserves,"December 19, 1991","Federal Register page and date: 56 FR 66339; December 23, 1991
See: EO 12929, September 29, 1994"
12783.0,Extending the President's Council on Rural America,"December 17, 1991","Federal Register page and date: 56 FR 65977; December 19, 1991
Amends: EO 12720, July 16, 1990"
12782.0,Amending   12594,"November 21, 1991","Federal Register page and date: 56 FR 59847; November 25, 1991
Amends: EO 12594, April 28, 1987"
12781.0,"Delegation of functions and authorities, development of requirements and regulations, and correction of title","November 20, 1991","Federal Register page and date: 56 FR 59203; November 22, 1991
Amends: EO 854, June 26, 1908
Revokes: EO 11339, March 28, 1967"
12780.0,Federal agency recycling and the Council on Federal Recycling and Procurement Policy,"October 31, 1991","Federal Register page and date: 56 FR 56289; November 4, 1991
Revoked by: EO 12873, October 20,

      1993"
12779.0,Prohibiting certain transactions with respect to Haiti,"October 28, 1991","Federal Register page and date: 56 FR 55975; October 30, 1991
Revokes in part: EO 12775, October 4, 1991
Amended by (continued): Notice of September 30, 1992; Notice of September 30, 1994
Revoked in part by: EO 12853, June

      30, 1993; EO 12917, May 21, 1994
 Revoked by: EO 12932, October 14, 1994
See: Notice of September 30, 1993; EO

      12872, October 18, 1993; EO 12914, May

      7, 1994; EO 12920, June 10, 1994; EO

      12922, June 21, 1994; 59 FR 51066"
12778.0,Civil Justice Reform,"October 23, 1991","Federal Register page and date: 56 FR 55195; October 25, 1991
Revoked by: EO 12988 of February 5, 1996
See: 57 FR 3640"
12777.0,"Implementation of section 311 of the Federal Water Pollution Control Act of October 18, 1972, as amended, and the Oil Pollution Act of 1990","October 18, 1991","Federal Register page and date: 56 FR 54757; October 22, 1991
Amends: EO 12580, January 23, 1987
Amended by: EO 13286, February 28, 2003; EO 13638, March 15, 2013
Revokes: EO 11735, August 3, 1973; EO

      12123, February 26, 1979; EO 12418, May

      5, 1983; Memorandum of August 24, 1990
See: 56 FR 54612; EO 13626, September 10, 2012"
12776.0,Extending the National Defense Service Medal to members of the Reserve components of the Armed Forces of the United States During the period of the Persian Gulf crisis,"October 8, 1991","Federal Register page and date: 56 FR 51315; October 10, 1991
Amended by: EO 13293, March 28, 2003"
12775.0,Prohibiting Certain transactions with respect to Haiti,"October 4, 1991","Federal Register page and date: 56 FR 50641; October 7, 1991
Amended by (continued): Notice of September 30, 1992; Notice of September 30, 1994
Revoked in part by: EO 12779, October 28, 1991; EO

      12853, June 30, 1993
Revoked by: EO 12932, October 14, 1994
See: EO 12872, October 18, 1993;

      Notice of September 30, 1993; EO 12872,

      October 18, 1993; EO 12914, May 7, 1994; EO

      12917, May 21, 1994; EO 12920, June 10,

      1994; EO 12922, June 21, 1994; 59 FR 51066"
12774.0,Continuance of certain Federal advisory committees,"September 27, 1991","Federal Register page and date: 56 FR 49835; October 1, 1991
Continues certain committee established by: EO

      11145, March 7, 1964; EO 11183, October

      3, 1964; EO 11287, October 24, 1964; EO

      11776, March 28, 1974; EO 12131, May 4,

      1979; EO 12196, February 26, 1980; EO

      12216, June 18, 1980; EO 12345, February

      2, 1982; EO 12367, June 15, 1982; EO

      12382, September 13, 1982
Revokes: EO 12658, November 18, 1988 ; EO

      12686, August 4, 1989
Revokes in part: EO 12661, December 27,

      1988
Supersedes: EO 12692, September 29,

      1989
Superseded by: EO 12869, September

      30, 1993"
12773.0,Amending   10480,"September 26, 1991","Federal Register page and date: 56 FR 49387; September 30, 1991
Amends: EO 10480, August 14,

      1953
Revoked in part by: EO 12919, June 3, 1994
Superseded by: EO 12919, June 3, 1994"
12772.0,Waiver under the Trade Act of 1974 with respect to Romania,"August 17, 1991","Federal Register page and date: 56 FR 41621; August 22, 1991"
12771.0,Revoking earlier orders with respect to Kuwait,"July 25, 1991","Federal Register page and date: 56 FR 35993; July 29, 1991
Revokes: EO 12723, August 2, 1990; EO

      12725, August 9, 1990"
12770.0,Metric usage in Federal Government programs,"July 25, 1991","Federal Register page and date: 56 FR 35801; July 29, 1991"
12769.0,Implementation of section 311(a) of the Comprehensive Anti-Apartheid Act,"July 10, 1991","Federal Register page and date: 56 FR 31855; July 12, 1991
Revokes: EO 12532, September 9, 1985; EO

      12535, October 1, 1985
See: EO 12571, October 27, 1986; 56 FR 32056;

      56 FR 38335; 57 FR 4553"
