,executive_order_number,title,signing_date,disposition_notes,president,days,count
116,7648.0,"Waving Provisions of  of January 17, 1973, Prohibiting Federal Employees from Holding any Office Under any State, Territorial or Municipal Government, as to Douglas Armstrong, Director of Police, Virgin Islands",1937-06-28,"Amends: 
    
    EO 9, January 17, 1873
Revoked by: EO 11408, April 25, 1968 (in 
      part)
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,1577,1832.0
117,7649.0,"Making Applicable to the Emergency Relief Appropriations Act of 1937 Certain s, Rules, and Regulations Issued Under Authority of the Emergency Relief Appropriation Acts of 1935 and 1936",1937-06-29,"Federal Register page and date: 2 FR 1359, July 2, 1937
Amends: 
    
    EO 7034, May 6, 1935
See: EO 7838, March 12, 1938",Franklin D Roosevelt,1578,1833.0
118,7650.0,"Establishing Moosehorn Migratory Bird Refuge, Maine",1937-07-01,"Federal Register page and date: 2 FR 1377, July 7, 1937
Amended by: EO 7967, August 30, 1938",Franklin D Roosevelt,1580,1834.0
119,7651.0,"Modifying  of June 8, 1926, Creating Reservoir Site Reserve  17, Pacific Slope Basins, California",1937-07-01,"Federal Register page and date: 2 FR 1377, July 7, 1937
Amends: 
    
    EO 4456-A,June 8, 1926",Franklin D Roosevelt,1580,1835.0
120,7652.0,"Partial Revocation of   6361 of October 25, 1933, Withdrawing Public Lands, California",1937-07-02,"Federal Register page and date: 2 FR 1379, July 7, 1937
Amends: 
    
    EO 6361, October 25, 1933",Franklin D Roosevelt,1581,1836.0
121,7653.0,"Revocation of   5603 of April 20, 1931, Withdrawing Public Lands, Wyoming",1937-07-09,"Federal Register page and date: 2 FR 1419, July 13, 1937
Revokes: 
    
    EO 5603, April 20, 1931",Franklin D Roosevelt,1588,1837.0
122,7654.0,"Authorizing the Appointment of Jacob Oblock to the Position of Elevator Operator in the Custodial Service, Post Office Department, Without Regard to the Civil Service Rules",1937-07-09,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1588,1838.0
123,7655.0,"Establishing Deer Flat Migratory Waterfowl Refuge, Idaho",1937-07-12,"Federal Register page and date: 2 FR 1453, July 15, 1937
Amends: 
    
    EO 1032, February 25, 1909
Revoked by: Public Land Order 1239, October 21, 1955 (20 FR 8077) (in part); Public Land Order 3047, April 26, 1963 (28 FR 4441); Public Land Order 3661, June 3, 1965 (30 FR 7521); Public Land Order 5545, October 24, 1975 (40 FR 50719) (in part)
See: Public Land Order 1060, January 26, 1955 (20 FR 687); Public Land Order 1597, March 7, 1958 (23 FR 1734); Public Land Order 3016, April 8, 1963 (28 FR 3658)",Franklin D Roosevelt,1591,1839.0
124,7656.0,"Modification of  of June 8, 1929, Creating Potash Reserve  7, New Mexico",1937-07-13,"Federal Register page and date: 2 FR 1461, July 16, 1937
Amends: Executive Order of June 8, 1929 (unnumbered series)",Franklin D Roosevelt,1592,1840.0
125,7657.0,Exemption of George C. DeHart From Compulsory Retirement for Age,1937-07-14,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1593,1841.0
126,7658.0,Restoring to the Territory of Hawaii a Portion of the Fort De Russy Military Reservation,1937-07-15,"Federal Register page and date: 2 FR 1475, July 17, 1937
Amended by: EO 9872, July 15, 1947",Franklin D Roosevelt,1594,1842.0
127,7659.0,Exemption of Walter B. Luna From Compulsory Retirement for Age,1937-07-15,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1594,1843.0
128,7660.0,Exempting Certain Positions From Salary Classification,1937-07-17,"Federal Register page and date: 2 FR 1497, July 21, 1937
Amends: 
    
    EO 6746, June 21, 1934",Franklin D Roosevelt,1596,1844.0
129,7661.0,"Amendment of Subdivision XI, Schedule B, Civil Service Rules",1937-07-17,"Federal Register page and date: 2 FR 1497, July 21, 1937",Franklin D Roosevelt,1596,1845.0
130,7662.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, Arkansas",1937-07-17,"Federal Register page and date: 2 FR 1497, July 21, 1937 
Amends: 
    
    EO 6964, February 5, 1935
Revoked by: Proclamation 2296, August 30, 1938",Franklin D Roosevelt,1596,1846.0
131,7663.0,"Enlarging Uinta National Forest, Utah",1937-07-17,"Federal Register page and date: 2 FR 1498, July 21, 1937",Franklin D Roosevelt,1596,1847.0
132,7664.0,"Modifying the Seney Migratory Waterfowl Refuge, Michigan",1937-07-17,"Federal Register page and date: 2 FR 1499, July 21, 1937
Amends: 
    
    EO 6964, February 5, 1935; 
    
    EO 7246, December 10, 1935",Franklin D Roosevelt,1596,1848.0
133,7665.0,"Correcting Descriptions of Boundaries of Kawaihae Lighthouse Reservation, Territory of Hawaii",1937-07-17,"Federal Register page and date: 2 FR 1499, July 21, 1937
Amends: Proclamation of April 24, 1911 (unnumbered)",Franklin D Roosevelt,1596,1849.0
134,7666.0,Exemption of Albert F. Woods From Compulsory Retirement for Age,1937-07-17,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1596,1850.0
135,7667.0,Exemption of William H. Griffin From Compulsory Retirement for Age,1937-07-17,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1596,1851.0
136,7668.0,"Reinstatement of Foreign Service Officer, George T. Summerlin, Class I",1937-07-19,Note: This Executive Order was not received for publication in the Federal Register.,Franklin D Roosevelt,1598,1852.0
137,7669.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, Colorado",1937-07-19,"Federal Register page and date: 2 FR 1509, July 22, 1937
Amends: 
    
    EO 6910, November 26, 1934",Franklin D Roosevelt,1598,1853.0
138,7670.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, Arkansas",1937-07-19,"Federal Register page and date: 2 FR 1509, July 22, 1937
Amends: 
    
    EO 6964, February 5, 1935
Revoked by: Proclamation 2422",Franklin D Roosevelt,1598,1854.0
139,7671.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, South Dakota",1937-07-19,"Federal Register page and date: 2 FR 1510, July 22, 1937
Amends: 
    
    EO 6910, November 26, 1934
See: Public Land Order 147, July 12, 1943 (8 FR 10578); Public Land Order 531, November 24, 1948 (13 FR 7384)",Franklin D Roosevelt,1598,1855.0
140,7672.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, Oregon",1937-07-19,"Federal Register page and date: 2 FR 1511, July 22, 1937
Amends: 
    
    EO 6910, November 26, 1934
See: Federal Power Commission Power Project 2030, January 21, 1958 (23 FR 368)",Franklin D Roosevelt,1598,1856.0
141,7673.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, North Dakota",1937-07-19,"Federal Register page and date: 2 FR 1512, July 2, 1937
Amends: 
    
    EO 6910, November 26, 1934",Franklin D Roosevelt,1598,1857.0
142,7674.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, North Dakota",1937-07-19,"Federal Register page and date: 2 FR 1512, July 22, 1937
Amends: 
    
    EO 6910, November 26, 1934",Franklin D Roosevelt,1598,1858.0
143,7675.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, New Mexico",1937-07-21,"Federal Register page and date: 2 FR 1535, July 24, 1937
Amends: 
    
    EO 6910, November 26, 1934",Franklin D Roosevelt,1600,1859.0
144,7676.0,The Canal Zone Judiciary,1937-07-26,"Federal Register page and date: 2 FR 1579, July 29, 1937
Supersedes: 
    
    EO 1898, March 12, 1914, 
    
    EO 2007, August 3, 1914; 
    
    EO 3965, February 26, 1924; 
    
    EO 4711, August 29, 1927; 
    
    EO 4792, January 3, 1928; 
    
    EO 5704, September 2, 1031; 
    
    EO 6390, November 3, 1933
Superseded by: EO 11305, September 12, 1966 
      (in part)
See: 
    
    EO 6166, June 10, 1933",Franklin D Roosevelt,1605,1860.0
145,7677.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, Colorado",1937-07-27,"Federal Register page and date: 2 FR 1581, July 29, 1937
Amends: 
    
    EO 6910, November 26, 1934",Franklin D Roosevelt,1606,1861.0
146,7677.2,Civilian Conservation Corps,1937-07-26,"Federal Register page and date: 2 FR 1605, July 31, 1937
Amended by: EO 7717, September 29, 1937; 
      EO 8133, May 15, 1939; EO 
      8221, August 21, 1939",Franklin D Roosevelt,1605,1862.0
147,7678.0,"Establishing Apache Migratory Waterfowl Refuge, Arizona",1937-07-27,"Federal Register page and date: 2 FR 1581, July 29, 1937
Revoked by: Public Land Order 343, January 29, 1947 (12 FR 1023)",Franklin D Roosevelt,1606,1863.0
148,7679.0,"Amendment of Subdivision II, Schedule A of the Civil Service Rules",1937-07-30,"Federal Register page and date: 2 FR 1621, August 3, 1937",Franklin D Roosevelt,1609,1864.0
149,7680.0,"Enlarging the Elk Refuge, Wyoming",1937-07-30,"Federal Register page and date: 2 FR 1621, August 3, 1937
Amends: 
    
    EO 2177, April 21, 1915; 
    
    EO 4631, April 15, 1927; 
    
    EO 4685, July 7, 1927; 
    
    EO 4857, April 16, 1928
Revokes: 
    
    EO 3741, September 29, 1922
Superseded by: Proclamation 2578, March 15, 1943 (in part)",Franklin D Roosevelt,1609,1865.0
150,7681.0,"Establishing the Turnbull Migratory Waterfowl Refuge, Washington",1937-07-30,"Federal Register page and date: 2 FR 1622, August 3, 1937",Franklin D Roosevelt,1609,1866.0
151,7682.0,Exemption of Milton F. Colburn From Compulsory Retirement for Age,1937-07-30,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1609,1867.0
152,7683.0,"Revocation of   6192 of July 3, 1933, Withdrawing Public Lands, California",1937-08-05,"Federal Register page and date: 2 FR 1641, August 7, 1937
Revokes: 
    
    EO 6192, July 3, 1933",Franklin D Roosevelt,1615,1868.0
153,7684.0,"Revocation of   6288 of September 14, 1933, Withdrawing Public Lands, Wyoming",1937-08-05,"Federal Register page and date: 2 FR 1641, August 7, 1937
Revokes: 
    
    EO 6288, September 14, 1933",Franklin D Roosevelt,1615,1869.0
154,7685.0,"Revocation of   4699 of August 1, 1927, Withdrawing Public Lands, California",1937-08-05,"Federal Register page and date: 2 FR 1641, August 7, 1937
Revokes: 
    
    EO 4699, August 1, 1927",Franklin D Roosevelt,1615,1870.0
155,7686.0,"Amendment of   7302 of February 21, 1936, Transferring Certain Lands in the Virgin Islands to the Control and Jurisdiction of the Secretary of the Navy",1937-08-05,"Federal Register page and date: 2 FR 1641, August 7, 1937
Amends: 
    
    EO 7302, February 21, 1936
Amended by: EO 7790, January 12, 1938; EO 
      8103, May 2, 1939; EO 8201, July 11, 1939",Franklin D Roosevelt,1615,1871.0
156,7687.0,Extending the Provisions of the Civil Service Retirement Act to Certain Federal Employees on the Isthmus of Panama,1937-08-10,"Federal Register page and date: 2 FR 1665, August 13, 1937",Franklin D Roosevelt,1620,1872.0
157,7688.0,"Amendment of   3206 of December 30, 1919, as Amended, Creating the Federal Board of Surveys and Maps",1937-08-10,"Federal Register page and date: 2 FR 1665, August 13, 1937
Amends: 
    
    EO 3206, December 30, 1919",Franklin D Roosevelt,1620,1873.0
158,7689.0,Appointment of Secretary of the Interior as Administrator of the Puerto Rico Reconstruction Administration,1937-08-12,"Federal Register page and date: 2 FR 1679, August 17, 1937
Amends: 
    
    EO 7057, May 28, 1935; 
    
    EO 7180, September 6, 1935; 
    
    EO 7493, November 14, 1936
Amended by: EO 8294, November 30, 1939; EO 
      8888, September 3, 1941; EO 9278, December 
      4, 1942; EO 9618, September 19, 1945; 
      EO 9901, October 25, 1947; EO 
      10468, July 7, 1953",Franklin D Roosevelt,1622,1874.0
159,7690.0,Exemption of Stephen B. Soulé From Compulsory Retirement for Age,1937-08-13,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1623,1875.0
160,7691.0,"Establishing the Snake River Migratory Waterfowl Refuge, Idaho",1937-08-17,"Federal Register page and date: 2 FR 1701, August 20, 1937 
Revoked by: Public Land Order 3110, June 28, 1963 (28 FR 6874)",Franklin D Roosevelt,1627,1876.0
161,7692.0,Exemption of Robert C. Merritt From Compulsory Retirement for Age,1937-08-17,Note: This Executive order was not received for publication in the Federal Register.,Franklin D Roosevelt,1627,1877.0
162,7693.0,"Withdrawal of Public Lands for the Use of the Department of Agriculture, Washington",1937-08-19,"Federal Register page and date: 2 FR 1713, August 24, 1937
Amends: 
    
    EO 6964, February 5, 1935
Amended by: EO 8104, May 2, 1939
Revoked by: Public Land Order 7028, January 26, 1994 (59 FR 7226) (in part)",Franklin D Roosevelt,1629,1878.0
163,7694.0,"Revocation of   5667 of August 18, 1931, Withdrawing Public Lands, Wyoming",1937-08-23,"Federal Register page and date: 2 FR 1727, August 25, 1937
Revokes: 
    
    EO 5687, August 18, 1937",Franklin D Roosevelt,1633,1879.0
164,7695.0,"Withdrawal of Public Lands for the Use of the War Department for Military Purposes, Washington",1937-08-23,"Federal Register page and date: 2 FR 1727, August 25, 1937
Amends: 
    
    EO 6964, February 5, 1935
Revoked by: Public Land Order 430, December 19, 1947 (12 FR 8892)",Franklin D Roosevelt,1633,1880.0
165,7696.0,Regulations Governing the Grades and Ratings of Enlisted Men of the Regular Army for the Fiscal Year 1938,1937-08-23,"Federal Register page and date: 2 FR 1727, August 25, 1937",Franklin D Roosevelt,1633,1881.0
166,7697.0,"Interchange of Land Between the Army and the Navy at Bolling Field, District of Columbia",1937-08-23,"Federal Register page and date: 2 FR 1727, August 25, 1937
Amends: 
    
    EO 7215, October 26, 1935",Franklin D Roosevelt,1633,1882.0
167,7698.0,"Excluding Certain Lands From the Carson National Forest, New Mexico",1937-08-26,"Federal Register page and date: 2 FR 2071, August 28, 1937",Franklin D Roosevelt,1636,1883.0
168,7699.0,"Abolishing Nome, Alaska, as a Customs Port of Entry",1937-08-28,"Federal Register page and date: 2 FR 2093, September 1, 1937",Franklin D Roosevelt,1638,1884.0
169,7700.0,"Inspection of Income, Profit, and Capital Stock Tax Returns by the Committee on Interstate Commerce, U.S. Senate",1937-08-31,"Federal Register page and date: 2 FR 2215, September 23, 1937",Franklin D Roosevelt,1641,1885.0
170,7701.0,Limiting the Importation of Red Cedar Shingles from Canada During the Last Six Months of 1937,1937-09-03,"Federal Register page and date: 2 FR 2113, September 8, 1937
Amends: 
    
    EO 7575, March 13, 1937",Franklin D Roosevelt,1644,1886.0
171,7702.0,"Amendment of Paragraph 6, Subdivision IX, Schedule A of Civil Service Rules (Office of Secretary of Agriculture)",1937-09-06,"Federal Register page and date: 2 FR 2139, September 11, 1937",Franklin D Roosevelt,1647,1887.0
172,7703.0,Designation of Joanne Kavanagh To Sign Land Patents,1937-09-10,"Federal Register page and date: 2 FR 2147, September 14, 1937",Franklin D Roosevelt,1651,1888.0
173,7704.0,Exemption of George C. Havenner From Compulsory Retirement for Age,1937-09-10,"Amends: 
    
    EO 7431, August 17, 1936
Note: This Executive order was not received for publication in the Federal Register.",Franklin D Roosevelt,1651,1889.0
